protocol_id,protocol_type,train_task,eval_task,seed,fold,train_subjects,validation_subjects,train_positive_subjects,validation_positive_subjects
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,1,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,1,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,2,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,2,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,2,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,2,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,2,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,3,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,3,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,3,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,3,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,3,fold_5,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,4,fold_1,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,4,fold_2,41,11,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,4,fold_3,42,10,18,5
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,4,fold_4,42,10,19,4
modma_binary_cross_task_reading_to_picture_description,cross_task,reading,picture_description,4,fold_5,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,0,fold_1,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,0,fold_2,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,0,fold_3,42,10,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,0,fold_4,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,0,fold_5,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,1,fold_1,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,1,fold_2,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,1,fold_3,42,10,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,1,fold_4,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,1,fold_5,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,2,fold_1,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,2,fold_2,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,2,fold_3,42,10,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,2,fold_4,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,2,fold_5,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,3,fold_1,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,3,fold_2,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,3,fold_3,42,10,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,3,fold_4,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,3,fold_5,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,4,fold_1,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,4,fold_2,41,11,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,4,fold_3,42,10,18,5
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,4,fold_4,42,10,19,4
modma_binary_task_specific_affective_task,task_specific,affective_task,affective_task,4,fold_5,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,0,fold_1,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,0,fold_2,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,0,fold_3,42,10,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,0,fold_4,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,0,fold_5,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,1,fold_1,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,1,fold_2,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,1,fold_3,42,10,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,1,fold_4,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,1,fold_5,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,2,fold_1,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,2,fold_2,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,2,fold_3,42,10,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,2,fold_4,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,2,fold_5,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,3,fold_1,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,3,fold_2,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,3,fold_3,42,10,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,3,fold_4,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,3,fold_5,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,4,fold_1,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,4,fold_2,41,11,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,4,fold_3,42,10,18,5
modma_binary_task_specific_interview,task_specific,interview,interview,4,fold_4,42,10,19,4
modma_binary_task_specific_interview,task_specific,interview,interview,4,fold_5,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,0,fold_1,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,0,fold_2,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,0,fold_3,42,10,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,0,fold_4,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,0,fold_5,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,1,fold_1,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,1,fold_2,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,1,fold_3,42,10,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,1,fold_4,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,1,fold_5,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,2,fold_1,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,2,fold_2,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,2,fold_3,42,10,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,2,fold_4,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,2,fold_5,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,3,fold_1,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,3,fold_2,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,3,fold_3,42,10,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,3,fold_4,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,3,fold_5,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,4,fold_1,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,4,fold_2,41,11,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,4,fold_3,42,10,18,5
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,4,fold_4,42,10,19,4
modma_binary_task_specific_picture_description,task_specific,picture_description,picture_description,4,fold_5,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,0,fold_1,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,0,fold_2,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,0,fold_3,42,10,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,0,fold_4,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,0,fold_5,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,1,fold_1,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,1,fold_2,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,1,fold_3,42,10,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,1,fold_4,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,1,fold_5,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,2,fold_1,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,2,fold_2,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,2,fold_3,42,10,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,2,fold_4,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,2,fold_5,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,3,fold_1,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,3,fold_2,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,3,fold_3,42,10,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,3,fold_4,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,3,fold_5,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,4,fold_1,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,4,fold_2,41,11,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,4,fold_3,42,10,18,5
modma_binary_task_specific_reading,task_specific,reading,reading,4,fold_4,42,10,19,4
modma_binary_task_specific_reading,task_specific,reading,reading,4,fold_5,42,10,19,4
